59,29.2132,9.67361,8.10757,0.545498,0.655556,0.868767,109.61,224,27,55.8457,5.64535,0.020971,0.432521,1.91749,55.6102,25.828,5.06011,0.0330365,-0.393221,1.8207,26,112.373,239.855,255,138,10.556,4.41802,0.06345,-5.76696,50.8659,6.26,12.4192,3.51468,0.149437,3.7188,17.2631,82,52.275,168.407,254,94,44.7646,5.50976,0.0232692,0.390564,1.92447,35.5424,17.8974,5.11129,0.0330365,-0.108959,1.86074,22,95.0847,238.967,255,129,11.3177,4.6032,0.0553375,-4.97274,40.2798,6.0525,9.89999,3.70343,0.119113,3.96311,20.4123,98,62.475,1,59,16117,20579,16127,20588,59,0,0,4.02496,5.76533,1.19683,27.6959,0.983142,4.33362,27.229,7.92255,9.48193,1.19683,109.61,125.424,168.407,55.8457,60.3914,44.7646
95,39.4558,14.9778,8.37452,0.829081,0.616883,0.766851,117.768,236,4,60.2254,6.23301,0.014072,0.322581,2.0927,57.8842,25.4731,5.72734,0.0209418,-0.189324,2.16157,42,112.737,240.875,255,155,8.6552,4.50621,0.0584323,-3.64612,28.1325,6.84355,10.4865,3.81093,0.109825,3.62401,17.4865,119,64.1543,168.032,255,70,50.2877,6.16191,0.0154017,0.109136,1.92814,38.6947,18.3877,5.55613,0.0244875,0.178016,2.27095,30,80.5263,239.751,255,149,10.1434,4.79246,0.0465519,-3.18225,22.233,6.81184,8.97827,3.89745,0.0957185,3.88896,20.9172,143,77.093,2,95,13705,20627,13716,20641,95,0,0,4.29996,13.9376,1.80037,37.4065,0.923676,5.49904,34.5515,8.19664,14.757,1.80037,117.768,127.432,168.032,60.2254,61.7679,50.2877
77,34.9706,13.6828,7.35017,0.843466,0.740385,0.791217,121.532,227,27,50.6264,5.80562,0.0193962,0.312275,2.12859,52.2078,22.4102,5.44362,0.0268173,-0.0523148,2.00767,31,102.662,239.804,255,99,17.0605,4.3055,0.0738846,-5.14841,34.0737,7.8764,14.0244,3.66106,0.143543,2.80398,10.4016,99,56.7303,171.507,236,103,32.6284,5.68556,0.0214201,0.216932,2.12539,30.1039,13.3052,5.1579,0.0318772,0.0549898,2.17271,30,99.3506,238.204,255,156,12.366,4.80837,0.0459689,-3.67092,21.063,6.55506,8.27856,3.81696,0.105113,2.72909,10.3494,109,62.4607,3,77,13773,21475,13786,21483,77,0,0,3.29323,11.6179,1.87825,33.1542,0.938236,4.95074,31.1064,7.22477,13.5699,1.87825,121.532,129.584,171.506,50.6264,49.352,32.6284
340,77.6985,29.5449,15.769,0.845655,0.755556,0.707724,126.956,213,64,25.1779,6.41206,0.0138235,0.387505,3.15223,20.6941,14.6273,5.36799,0.0294983,1.35038,4.5282,117,87.75,211.822,255,140,19.14,6.07488,0.0168047,-0.259757,2.97631,14.1121,9.97109,4.95663,0.038493,1.85509,8.47185,132,73.978,132.388,204,86,20.0754,6.06839,0.0178374,0.482959,3.02501,16.55,10.5105,5.06413,0.0364879,1.24075,4.64298,125,93.75,195.754,245,126,19.9634,6.11819,0.016312,-0.144706,2.77602,12.9385,8.48506,4.8579,0.0403575,1.31134,5.85666,133,74.5385,1,340,25371,12288,25401,12303,340,30,0,15.458,54.4729,1.87721,73.6628,0.887353,10.4031,65.3649,15.1858,28.507,1.87721,126.956,74.2,132.388,25.1779,21.3678,20.0754
346,80.2843,31.7206,14.8308,0.883969,0.772321,0.674567,127.936,232,86,24.8861,6.1358,0.0182933,1.33448,4.96115,17.4017,15.3722,5.14353,0.0370877,1.46783,4.12415,120,88.4393,218.768,255,120,25.1217,6.21663,0.0161983,-1.13809,4.50734,15.1466,11.0389,5.10727,0.0348817,1.21037,4.24397,136,75.8862,133.017,238,89,22.5353,5.90637,0.0217014,1.66536,6.36964,14.4046,12.4732,4.95665,0.0439206,1.67569,5.36113,118,86.9653,212.309,255,132,26.4641,6.39143,0.0136797,-0.554521,2.65746,13.6849,9.02278,4.90222,0.0405604,1.05587,3.73394,147,82.0241,2,346,25602,12288,25634,12302,346,32,0,13.6637,62.8041,2.14392,76.1143,0.866317,10.4945,65.9391,14.3347,30.7325,2.14392,127.936,76.0058,133.017,24.8861,26.42,22.5353
154,62.6274,25.8978,8.40282,0.945899,0.6875,0.493403,125.338,213,84,24.161,5.80398,0.0215044,0.951038,3.56779,22.4221,16.2184,5.29818,0.0298532,1.01707,3.07606,52,86.1039,194.701,255,93,30.0611,6.46675,0.0135632,-0.537348,3.81314,18.0798,11.8612,5.28811,0.0308845,1.11188,3.96336,116,84.2735,130.558,202,96,18.3218,5.63714,0.0252994,1.01304,4.21314,15.6039,10.5106,4.9408,0.0401417,0.932767,3.07414,57,94.3831,178.296,242,108,23.8268,6.28788,0.015771,0.179105,3.14147,14.6068,9.03298,4.95326,0.0389201,1.04969,4.04482,125,90.812,3,154,25637,12288,25665,12296,154,28,0,4.32962,41.8352,3.10847,59.3745,0.74091,7.00141,43.9911,7.94223,24.6881,3.10847,125.338,74.039,130.558,24.161,21.9743,18.3218
351,84.5269,33.0254,14.6919,0.895597,0.716327,0.617344,128.727,228,84,18.6127,5.9527,0.0190989,0.676412,4.94041,14.9601,10.9007,5.00899,0.0383032,1.53602,5.75221,125,90.812,194.709,249,136,19.0331,6.07789,0.0172924,-0.0443081,2.92088,14.6074,8.36841,4.84546,0.0410642,1.09378,4.84539,145,80.2061,131.818,204,102,13.8328,5.5089,0.0266638,1.14606,7.11334,10.9231,7.69928,4.51337,0.0540336,1.78095,6.88382,124,90.0855,175.137,224,126,17.2426,5.97766,0.0190334,0.114814,2.94738,12.8764,7.30405,4.73131,0.0430781,0.742507,3.32076,160,88.5033,4,351,25685,12288,25720,12302,351,35,0,13.4074,68.0838,2.25346,80.1365,0.828758,10.5701,66.4138,14.0826,31.7347,2.25346,128.726,72.7692,131.818,18.6127,14.67,13.8328
179,58.8701,22.3623,11.0407,0.869621,0.588816,0.649044,130.598,221,82,26.0484,5.94901,0.0191942,1.01902,4.08213,20.6816,13.8739,5.34388,0.029119,0.867978,3.0588,54,76.9274,192.558,255,119,26.0631,6.39371,0.0143679,-0.53134,2.95739,14.8542,9.74161,4.93885,0.0401669,1.52695,6.10998,128,74.3508,133.369,189,96,15.5322,5.61859,0.0235636,0.616294,3.63448,13.0335,7.39084,4.63926,0.0444119,0.510789,2.9935,67,95.4469,162.287,226,111,20.3952,6.18553,0.0160491,0.017292,2.81868,11.4806,6.6208,4.50925,0.0520182,1.43565,6.96248,131,76.0934,5,179,25787,12288,25803,12307,179,12,0,7.5352,31.1711,2.03389,55.8123,0.84977,7.54834,47.4276,10.5856,21.5301,2.03389,130.598,73.8883,133.369,26.0484,18.7899,15.5322
303,75.9411,26.5071,15.6508,0.807082,0.626033,0.660235,132.719,249,77,28.1378,6.45974,0.0131904,0.63033,4.09965,19.1452,12.8289,5.25172,0.0316853,1.66514,6.78885,92,77.4257,181.38,255,78,35.8059,6.84215,0.0105135,-0.0949355,2.88805,18.7734,13.6082,5.44727,0.0265399,1.16951,4.34555,159,75.927,133.502,242,101,21.9027,5.88862,0.0201614,1.78504,8.08557,14.67,11.2284,4.9625,0.0398545,1.87145,7.30436,105,88.3663,162.461,254,57,30.944,6.69647,0.0116568,-0.0358673,3.4846,16.8109,11.6816,5.2279,0.0321508,1.30884,4.80267,159,75.927,6,303,25854,12288,25876,12310,303,16,0,15.2259,43.8308,1.69667,71.9967,0.857065,9.82079,61.7058,15.0792,25.5844,1.69667,132.719,79.495,133.502,28.1378,25.6857,21.9027
93,52.9706,22.8944,5.87824,0.966477,0.645833,0.416508,136.204,207,83,26.0556,5.57412,0.0248584,-0.125956,2.83961,22.129,12.516,5.1085,0.035033,0.937357,3.99745,30,82.2581,209.856,255,159,20.4993,6.1768,0.015727,-0.0819396,2.48227,16.4721,9.15477,4.98024,0.0366676,0.866289,3.56016,96,80.2623,139.194,195,100,16.8512,5.25466,0.0308706,0.796225,3.9913,12.5376,9.30552,4.46781,0.052376,1.31637,4.45573,27,74.0323,186.518,237,146,17.2228,5.87339,0.0201989,0.212714,3.01043,13.3344,7.14485,4.69485,0.0441924,0.774867,3.80188,104,86.9508,7,93,26017,12288,26041,12294,93,24,0,2.07627,32.6762,3.9671,50.2192,0.680732,5.44085,34.1859,5.46336,21.6737,3.9671,136.204,81.3978,139.194,26.0556,21.2107,16.8512
