0	0.1034838874	-0.1734531214	0.0212109063	1
1	0.0046891619	0.1191265762	0.202034797	1
2	0.0025848619	-0.1990506491	-0.0755891824	1
3	0.0010874983	0.1284978922	-0.0523369647	1
4	-0.0886682725	0.1207876218	0.1418104015	1
5	0.1724375772	0.0597932636	-0.0150392734	1
6	0.1989302488	0.0597797294	-0.0175245398	1
7	0.1037640754	-0.1530709845	0.1148125221	1
8	-0.1420741117	-0.0821909949	-0.090117476	1
9	0.0490759869	0.0990929451	0.1685121352	1
10	0.1502940558	-0.0735199779	-0.0897468961	1
11	-0.0048806042	-0.1893216876	-0.0805400263	1
12	-0.0457076318	-0.0992968969	0.1408293412	1
13	0.0342254803	0.1177073394	0.1552640099	1
14	-0.0206083635	0.0408756386	-0.1740103945	1
15	0.0102386707	0.0796140676	-0.1878028204	1
16	-0.1700924215	0.0133393508	0.0566188185	1
17	0.0100815031	-0.187815558	-0.0727181238	1
18	-0.0953571766	-0.1186619869	-0.0339852711	1
19	-0.0504556717	0.0274794712	-0.1611848856	1
20	0.1825729888	0.0402970045	0.0121585291	1
21	0.2335269336	0.0455821584	0.0253053393	1
22	0.1724177966	0.0819700289	0.0125207892	1
23	-0.0638654471	-0.1179598814	-0.1131693757	1
24	0.1339946317	-0.0752587718	-0.0819943107	1
25	-0.0352886224	0.0503182977	-0.1789445456	1
26	0.0422364023	-0.126996846	-0.1040953891	1
27	0.0017088083	-0.0385257226	-0.2292935049	1
28	-0.2284300506	0.1995617084	0.0538741413	1
29	0.1533754601	-0.0830714125	-0.0654477318	1
30	0.1041671177	0.0287455053	0.1903979633	1
31	-0.0276764023	-0.0923444342	0.1535486259	1
32	0.0380472656	-0.0528556514	-0.0854798877	1
33	-0.126033587	-0.1552050932	-0.1013534735	1
34	0.0113214291	0.0209632345	-0.1040198445	1
35	-0.0149541719	0.0489115993	-0.1637464494	1
36	-0.018193673	0.0491999023	0.1936279733	1
37	-0.0876585328	0.1369631118	0.1503120991	1
38	-0.1792624197	-0.0292190097	-0.0651123455	1
39	-0.0806819374	0.062730736	-0.1331272126	1
40	0.1753007252	0.0640088274	-0.0041864192	1
41	0.0723279252	-0.1441510185	0.0973846677	1
42	0.0132680128	0.1847507218	0.0091666004	1
43	0.1706833461	0.0886337579	0.0107193109	1
44	0.1514603969	-0.0971464597	-0.0778423742	1
45	-0.0379561297	0.0189413706	-0.1629893132	1
46	-0.1524774035	-0.0710064453	-0.0645424132	1
47	0.1594657519	-0.0992862667	0.0232367158	1
48	-0.1067851703	0.1160662685	0.1484901288	1
49	0.1098534048	-0.1767025495	0.0247044425	1
50	0.1216684756	-0.0735884818	0.0686682232	1
51	-0.0410315259	0.0198248991	-0.1642397233	1
52	0.2205434013	0.0391372289	-0.0045978416	1
53	-0.0607230624	0.128969666	-0.1273436421	1
54	-0.0646562324	-0.0439947671	0.1566283726	1
55	0.0280018106	-0.0796500052	0.0523824958	1
56	-0.0663988764	-0.1545737275	-0.0195135474	1
57	0.1907656062	0.0952034241	0.0026925548	1
58	-0.0809727582	0.0627663286	-0.1233499489	1
59	-0.1732590002	-0.0398576068	0.1391536531	1
60	0.138472121	-0.071535964	-0.075035407	1
61	0.001436109	0.0696151796	0.1814386282	1
62	0.1224926801	-0.1669006	0.0125895256	1
63	0.1759333103	0.0699799392	-0.0037624827	1
64	-0.0128230095	0.0546381143	0.1936311034	1
65	-0.0907157735	-0.1426840847	0.019998323	1
66	-0.0299985039	0.0236101357	-0.1639402678	1
67	0.0517565435	-0.0702607069	0.0508019964	1
68	0.1877644137	0.0557952421	0.0053953474	1
69	-0.022984635	-0.0950015703	0.1589050833	1
70	0.1456717775	-0.0952101996	-0.0199209176	1
71	0.1487744066	0.0746841111	-0.0150277607	1
